row,cluster
2792,8
2793,1
2794,5
2795,2
2796,0
2797,6
2798,9
2799,4
2800,1
2801,11
2802,2
2803,4
2804,11
2805,7
2806,5
2807,6
2808,4
2809,0
2810,2
2811,5
2812,10
2813,8
2814,6
2815,6
2816,5
2817,5
2818,8
2819,8
2820,10
2821,8
2822,7
2823,0
2824,7
2825,9
2826,6
2827,9
2828,2
2829,2
2830,3
2831,2
2832,8
2833,5
2834,8
2835,6
2836,4
2837,0
2838,7
2839,10
2840,9
2841,10
2842,11
2843,8
2844,2
2845,7
2846,8
2847,9
2848,5
2849,8
2850,6
2851,10
2852,6
2853,5
2854,10
2855,10
2856,6
2857,4
2858,6
2859,4
2860,6
2861,5
2862,7
2863,2
2864,11
2865,7
2866,8
2867,9
2868,4
2869,4
2870,9
2871,9
2872,5
2873,8
2874,6
2875,7
2876,7
2877,5
2878,6
2879,6
2880,8
2881,6
2882,3
2883,9
2884,8
2885,5
2886,2
2887,4
2888,2
2889,4
2890,4
2891,6
2892,5
2893,4
2894,6
2895,7
2896,6
2897,1
2898,7
2899,0
2900,2
2901,10
2902,4
2903,11
2904,11
2905,11
2906,8
2907,11
2908,9
2909,0
2910,6
2911,4
2912,2
2913,2
2914,4
2915,7
2916,8
2917,4
2918,9
2919,9
2920,5
2921,4
2922,0
2923,9
2924,4
2925,7
2926,5
2927,8
2928,6
2929,9
2930,10
2931,4
2932,6
2933,10
2934,8
2935,11
2936,11
2937,7
2938,9
2939,7
2940,10
2941,1
2942,10
2943,8
2944,11
2945,8
2946,8
2947,11
2948,10
2949,6
2950,7
2951,5
2952,0
2953,3
2954,4
2955,6
2956,7
2957,7
2958,6
2959,0
2960,0
2961,7
2962,7
2963,5
2964,8
2965,3
2966,10
2967,2
2968,3
2969,5
2970,2
2971,4
2972,8
2973,2
2974,10
2975,4
2976,7
2977,4
2978,2
2979,10
2980,10
2981,2
2982,2
2983,9
2984,0
2985,5
2986,8
2987,7
2988,11
2989,6
2990,5
2991,3
